,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9626.349051322986
Return [%],-3.736509486770137
Return (Ann.) [%],-0.6017312010685449
Volatility (Ann.) [%],0.2749662694265661
Sharpe Ratio,-2.1883818779788418
Sortino Ratio,-2.6360218070588894
Max. Drawdown [%],-3.845200265636517
# Trades,935
Win Rate [%],52.94117647058824
Profit Factor,1.10492739047686
Expectancy [%],0.06352998601396287
