,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9941.823696250893
Return [%],-0.5817630374910732
Return (Ann.) [%],-0.09243045885011236
Volatility (Ann.) [%],0.7943605567420138
Sharpe Ratio,-0.11635831873275047
Sortino Ratio,-0.15673055551219706
Max. Drawdown [%],-1.6146247418038162
# Trades,314
Win Rate [%],56.36942675159236
Profit Factor,1.1496536666705952
Expectancy [%],0.25567958036184596
