,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag
0,1,5,6,98.08290100097656,97.45264434814453,,,-0.6302566528320312,-0.006425754605542844,2019-01-09,2019-01-10,1 days,
1,1,6,7,97.45264434814453,96.70014190673828,,,-0.75250244140625,-0.007721724191679935,2019-01-10,2019-01-11,1 days,
2,1,7,8,96.70014190673828,95.99463653564453,,,-0.70550537109375,-0.007295804920060656,2019-01-11,2019-01-14,3 days,
3,1,9,10,98.77898406982422,99.12703704833984,,,0.348052978515625,0.0035235529277117816,2019-01-15,2019-01-16,1 days,
4,1,10,11,99.12703704833984,99.82312774658203,,,0.6960906982421875,0.007022208258910645,2019-01-16,2019-01-17,1 days,
5,1,11,12,99.82312774658203,101.31880187988281,,,1.4956741333007812,0.014983242531708685,2019-01-17,2019-01-18,1 days,
6,1,12,13,101.31880187988281,99.40924835205078,,,-1.9095535278320312,-0.018846980939390523,2019-01-18,2019-01-22,4 days,
7,1,13,14,99.40924835205078,100.37813568115234,,,0.9688873291015625,0.009746450608602464,2019-01-22,2019-01-23,1 days,
8,1,14,15,100.37813568115234,99.89836883544922,,,-0.479766845703125,-0.004779595102534007,2019-01-23,2019-01-24,1 days,
9,1,15,16,99.89836883544922,100.81082153320312,,,0.9124526977539062,0.009133809774781065,2019-01-24,2019-01-25,1 days,
10,1,16,17,100.81082153320312,98.8448486328125,,,-1.965972900390625,-0.019501605784882026,2019-01-25,2019-01-28,3 days,
11,1,22,23,99.4656753540039,100.85784912109375,,,1.3921737670898438,0.013996524551158185,2019-02-04,2019-02-05,1 days,
12,1,23,24,100.85784912109375,99.73847198486328,,,-1.1193771362304688,-0.011098562441942406,2019-02-05,2019-02-06,1 days,
13,1,25,26,99.02354431152344,99.39981842041016,,,0.37627410888671875,0.0037998448904532633,2019-02-07,2019-02-08,1 days,
14,1,26,27,99.39981842041016,99.00474548339844,,,-0.39507293701171875,-0.003974584091700928,2019-02-08,2019-02-11,3 days,
15,1,29,30,100.47219848632812,100.55683898925781,,,0.0846405029296875,0.0008424271012761331,2019-02-13,2019-02-14,1 days,
16,1,30,31,100.55683898925781,101.79852294921875,,,1.2416839599609375,0.01234808067200266,2019-02-14,2019-02-15,1 days,
17,1,31,32,101.79852294921875,101.75149536132812,,,-0.047027587890625,-0.00046196729115688395,2019-02-15,2019-02-19,4 days,
18,1,32,33,101.75149536132812,101.22246551513672,,,-0.5290298461914062,-0.005199234117521101,2019-02-19,2019-02-20,1 days,
19,1,33,34,101.22246551513672,103.35743713378906,,,2.1349716186523438,0.021091875284672712,2019-02-20,2019-02-21,1 days,
20,1,34,35,103.35743713378906,104.83113861083984,,,1.4737014770507812,0.014258301269053142,2019-02-21,2019-02-22,1 days,
21,1,35,36,104.83113861083984,105.41683959960938,,,0.5857009887695312,0.005587089833525516,2019-02-22,2019-02-25,3 days,
22,1,36,37,105.41683959960938,106.14424896240234,,,0.7274093627929688,0.0069003146513952895,2019-02-25,2019-02-26,1 days,
23,1,37,38,106.14424896240234,105.96475219726562,,,-0.17949676513671875,-0.0016910644419397824,2019-02-26,2019-02-27,1 days,
24,1,38,39,105.96475219726562,105.83251190185547,,,-0.13224029541015625,-0.0012479649380388036,2019-02-27,2019-02-28,1 days,
25,1,39,40,105.83251190185547,106.30484008789062,,,0.47232818603515625,0.004462978129756268,2019-02-28,2019-03-01,1 days,
26,1,40,41,106.30484008789062,106.04978942871094,,,-0.2550506591796875,-0.002399238444541374,2019-03-01,2019-03-04,3 days,
27,1,41,42,106.04978942871094,105.52075958251953,,,-0.5290298461914062,-0.004988504447215658,2019-03-04,2019-03-05,1 days,
28,1,46,47,106.5882568359375,107.33454895019531,,,0.7462921142578125,0.007001635418491858,2019-03-11,2019-03-12,1 days,
29,1,47,48,107.33454895019531,108.1658706665039,,,0.8313217163085938,0.007745145663157649,2019-03-12,2019-03-13,1 days,
30,1,48,49,108.1658706665039,108.25088500976562,,,0.08501434326171875,0.0007859627324022789,2019-03-13,2019-03-14,1 days,
