,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9009.520601806653
Return [%],-9.904793981933471
Return (Ann.) [%],-1.639518953872432
Volatility (Ann.) [%],2.5534149899272696
Sharpe Ratio,-0.6420887166167735
Sortino Ratio,-0.8134412581350345
Max. Drawdown [%],-12.914732382948813
# Trades,1065
Win Rate [%],57.08920187793427
Profit Factor,1.1275243985579415
Expectancy [%],0.15413832097667127
