,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],8466.396156265284
Return [%],-15.33603843734716
Return (Ann.) [%],-2.6040477787393157
Volatility (Ann.) [%],0.7509867567613528
Sharpe Ratio,-3.467501597457364
Sortino Ratio,-3.903000289164831
Max. Drawdown [%],-15.607181829779805
# Trades,1503
Win Rate [%],52.49500998003992
Profit Factor,1.0751445756487255
Expectancy [%],0.04547188633822369
