,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9434.544575225842
Return [%],-5.65455424774158
Return (Ann.) [%],-0.9182867275023932
Volatility (Ann.) [%],2.359885426182891
Sharpe Ratio,-0.3891234368050316
Sortino Ratio,-0.5014778143889053
Max. Drawdown [%],-9.19582686365471
# Trades,928
Win Rate [%],57.974137931034484
Profit Factor,1.281130792146806
Expectancy [%],0.31950512949504667
