,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9661.396475799602
Return [%],-3.386035242003982
Return (Ann.) [%],-0.5444631464684435
Volatility (Ann.) [%],1.042448528544034
Sharpe Ratio,-0.5222925943680728
Sortino Ratio,-0.6890786319878935
Max. Drawdown [%],-4.255096230198996
# Trades,853
Win Rate [%],53.81008206330598
Profit Factor,1.123454146025114
Expectancy [%],0.17401107653121634
