,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9861.739051750219
Return [%],-1.3826094824978101
Return (Ann.) [%],-0.2204162547438493
Volatility (Ann.) [%],1.5713897806914605
Sharpe Ratio,-0.14026835190875384
Sortino Ratio,-0.19403817129993833
Max. Drawdown [%],-4.332310358548663
# Trades,1376
Win Rate [%],56.17732558139535
Profit Factor,1.330541318928306
Expectancy [%],0.44019000652100493
