,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],8688.764338790896
Return [%],-13.112356612091045
Return (Ann.) [%],-2.2030249755753406
Volatility (Ann.) [%],0.6353828557466771
Sharpe Ratio,-3.467240193294847
Sortino Ratio,-3.84771447354096
Max. Drawdown [%],-13.253456192169178
# Trades,1140
Win Rate [%],51.75438596491229
Profit Factor,0.9311749848607686
Expectancy [%],-0.04248617627580993
