,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag
0,1,2,3,35.363075256347656,35.28436279296875,,,-0.07871246337890625,-0.0022258376232360266,2019-01-04,2019-01-07,3 days,
1,1,4,5,35.95698165893555,36.567596435546875,,,0.6106147766113281,0.01698181405778776,2019-01-08,2019-01-09,1 days,
2,1,5,6,36.567596435546875,36.68448257446289,,,0.11688613891601562,0.003196440299871428,2019-01-09,2019-01-10,1 days,
3,1,6,7,36.68448257446289,36.32431411743164,,,-0.36016845703125,-0.009818005645852335,2019-01-10,2019-01-11,1 days,
4,1,9,10,36.51036071777344,36.956390380859375,,,0.4460296630859375,0.012216523044890293,2019-01-15,2019-01-16,1 days,
5,1,10,11,36.956390380859375,37.17583084106445,,,0.21944046020507812,0.005937821793297493,2019-01-16,2019-01-17,1 days,
6,1,11,12,37.17583084106445,37.40480041503906,,,0.22896957397460938,0.006159097693162696,2019-01-17,2019-01-18,1 days,
7,1,12,13,37.40480041503906,36.56521987915039,,,-0.8395805358886719,-0.022445796437162824,2019-01-18,2019-01-22,4 days,
8,1,14,15,36.71310043334961,36.4221076965332,,,-0.29099273681640625,-0.007926128095465113,2019-01-23,2019-01-24,1 days,
9,1,16,17,37.62902069091797,37.28078842163086,,,-0.3482322692871094,-0.009254353764544199,2019-01-25,2019-01-28,3 days,
10,1,19,20,39.4155387878418,39.699378967285156,,,0.2838401794433594,0.007201225409378731,2019-01-30,2019-01-31,1 days,
11,1,20,21,39.699378967285156,39.71846389770508,,,0.019084930419921875,0.00048073624616762345,2019-01-31,2019-02-01,1 days,
12,1,21,22,39.71846389770508,40.846675872802734,,,1.1282119750976562,0.028405226798381866,2019-02-01,2019-02-04,3 days,
13,1,22,23,40.846675872802734,41.5455207824707,,,0.6988449096679688,0.017108978753722415,2019-02-04,2019-02-05,1 days,
14,1,23,24,41.5455207824707,41.559844970703125,,,0.014324188232421875,0.0003447829744973596,2019-02-05,2019-02-06,1 days,
15,1,24,25,41.559844970703125,40.772727966308594,,,-0.7871170043945312,-0.018939363343376203,2019-02-06,2019-02-07,1 days,
16,1,26,27,40.82062530517578,40.585880279541016,,,-0.23474502563476562,-0.005750647469993542,2019-02-08,2019-02-11,3 days,
17,1,28,29,40.935604095458984,40.76553726196289,,,-0.17006683349609375,-0.004154496733442814,2019-02-12,2019-02-13,1 days,
18,1,30,31,40.914058685302734,40.82301712036133,,,-0.09104156494140625,-0.0022251902614127683,2019-02-14,2019-02-15,1 days,
19,1,32,33,40.94518280029297,41.20869445800781,,,0.26351165771484375,0.006435718189367945,2019-02-19,2019-02-20,1 days,
20,1,33,34,41.20869445800781,40.9763298034668,,,-0.23236465454101562,-0.005638728855576813,2019-02-20,2019-02-21,1 days,
21,1,35,36,41.43385696411133,41.735679626464844,,,0.3018226623535156,0.0072844452452240915,2019-02-22,2019-02-25,3 days,
22,1,36,37,41.735679626464844,41.7596435546875,,,0.02396392822265625,0.0005741832512884404,2019-02-25,2019-02-26,1 days,
23,1,37,38,41.7596435546875,41.88898849487305,,,0.12934494018554688,0.0030973669594702713,2019-02-26,2019-02-27,1 days,
24,1,38,39,41.88898849487305,41.476985931396484,,,-0.4120025634765625,-0.009835581575978858,2019-02-27,2019-02-28,1 days,
25,1,40,41,41.91294860839844,42.123748779296875,,,0.2108001708984375,0.005029476042546888,2019-03-01,2019-03-04,3 days,
26,1,41,42,42.123748779296875,42.047096252441406,,,-0.07665252685546875,-0.0018196986041550955,2019-03-04,2019-03-05,1 days,
27,1,45,46,41.41948699951172,42.8543586730957,,,1.4348716735839844,0.034642429868841695,2019-03-08,2019-03-11,3 days,
28,1,46,47,42.8543586730957,43.335838317871094,,,0.4814796447753906,0.011235254935168859,2019-03-11,2019-03-12,1 days,
29,1,47,48,43.335838317871094,43.52748107910156,,,0.19164276123046875,0.004422269619541064,2019-03-12,2019-03-13,1 days,
30,1,48,49,43.52748107910156,44.011356353759766,,,0.4838752746582031,0.011116546665745908,2019-03-13,2019-03-14,1 days,
31,1,49,50,44.011356353759766,44.5838623046875,,,0.5725059509277344,0.013008141497071302,2019-03-14,2019-03-15,1 days,
32,1,50,51,44.5838623046875,45.03899002075195,,,0.4551277160644531,0.010208351016206096,2019-03-15,2019-03-18,3 days,
33,1,51,52,45.03899002075195,44.68206787109375,,,-0.3569221496582031,-0.007924736977755309,2019-03-18,2019-03-19,1 days,
34,1,53,54,45.07252502441406,46.7325553894043,,,1.6600303649902344,0.0368302056317249,2019-03-20,2019-03-21,1 days,
35,1,54,55,46.7325553894043,45.76481246948242,,,-0.967742919921875,-0.02070811047797505,2019-03-21,2019-03-22,1 days,
36,1,58,59,45.146793365478516,45.20667266845703,,,0.059879302978515625,0.0013263246072379165,2019-03-27,2019-03-28,1 days,
37,1,59,60,45.20667266845703,45.50130081176758,,,0.2946281433105469,0.0065173596267820155,2019-03-28,2019-03-29,1 days,
38,1,60,61,45.50130081176758,45.81032943725586,,,0.30902862548828125,0.006791643754684884,2019-03-29,2019-04-01,3 days,
39,1,61,62,45.81032943725586,46.476261138916016,,,0.6659317016601562,0.014536714968885978,2019-04-01,2019-04-02,1 days,
