,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9856.132968948385
Return [%],-1.4386703105161542
Return (Ann.) [%],-0.22926420219537835
Volatility (Ann.) [%],1.5709652548282715
Sharpe Ratio,-0.1459384295679029
Sortino Ratio,-0.20183800250415
Max. Drawdown [%],-4.332308974145782
# Trades,1377
Win Rate [%],56.209150326797385
Profit Factor,1.3336721808890848
Expectancy [%],0.4440367205927672
