,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_TDI_DI(C,14)_0","Exit_TDI_DI(C,14)_0","Entry_TDI_DI(C,14)_1","Exit_TDI_DI(C,14)_1"
0,-1,16,17,100.8108139038086,98.8448486328125,,,1.9659652709960938,0.01950153158045098,2019-01-25,2019-01-28,3 days,,4.929084777832031,2.8408355712890625,-3.3487472534179688,-2.0882492065429688
1,-1,17,18,98.8448486328125,96.83181762695312,,,2.013031005859375,0.020365563139636667,2019-01-28,2019-01-29,1 days,,2.8408355712890625,0.13169097900390625,-2.0882492065429688,-2.7091445922851562
2,-1,18,19,96.83181762695312,100.06771087646484,,,-3.2358932495117188,-0.03341766506932742,2019-01-29,2019-01-30,1 days,,0.13169097900390625,1.9848251342773438,-2.7091445922851562,1.8531341552734375
3,1,19,20,100.06771087646484,98.23340606689453,,,-1.8343048095703125,-0.018330636261229105,2019-01-30,2019-01-31,1 days,,1.9848251342773438,0.7807540893554688,1.8531341552734375,-1.204071044921875
4,-1,20,21,98.23340606689453,96.68131256103516,,,1.552093505859375,0.015800057923293753,2019-01-31,2019-02-01,1 days,,0.7807540893554688,-0.0188140869140625,-1.204071044921875,-0.7995681762695312
5,1,22,23,99.4656753540039,100.85784912109375,,,1.3921737670898438,0.013996524551158185,2019-02-04,2019-02-05,1 days,,3.471038818359375,2.078857421875,3.4898529052734375,-1.392181396484375
6,-1,23,24,100.85784912109375,99.73847961425781,,,1.1193695068359375,0.011098486796917273,2019-02-05,2019-02-06,1 days,,2.078857421875,0.6114349365234375,-1.392181396484375,-1.4674224853515625
7,-1,24,25,99.73847961425781,99.02356719970703,,,0.7149124145507812,0.007167869585697817,2019-02-06,2019-02-07,1 days,,0.6114349365234375,-0.7995758056640625,-1.4674224853515625,-1.4110107421875
8,1,28,29,100.54742431640625,100.4721908569336,,,-0.07523345947265625,-0.0007482385549321124,2019-02-12,2019-02-13,1 days,,0.16930389404296875,0.5738067626953125,0.573822021484375,0.40450286865234375
9,1,29,30,100.4721908569336,100.5568618774414,,,0.0846710205078125,0.0008427309067877697,2019-02-13,2019-02-14,1 days,,0.5738067626953125,-0.2539520263671875,0.40450286865234375,-0.8277587890625
10,1,31,32,101.79853057861328,101.75149536132812,,,-0.04703521728515625,-0.00046204220255252615,2019-02-15,2019-02-19,4 days,,2.9536819458007812,4.919677734375,3.2076339721679688,1.9659957885742188
11,1,32,33,101.75149536132812,101.22245788574219,,,-0.5290374755859375,-0.005199309098183558,2019-02-19,2019-02-20,1 days,,4.919677734375,1.1547470092773438,1.9659957885742188,-3.7649307250976562
12,-1,33,34,101.22245788574219,103.3574447631836,,,-2.1349868774414062,-0.02109202761951634,2019-02-20,2019-02-21,1 days,,1.1547470092773438,5.1240386962890625,-3.7649307250976562,3.9692916870117188
13,1,34,35,103.3574447631836,104.83113861083984,,,1.47369384765625,0.01425822640094121,2019-02-21,2019-02-22,1 days,,5.1240386962890625,8.149826049804688,3.9692916870117188,3.025787353515625
14,1,35,36,104.83113861083984,105.41686248779297,,,0.585723876953125,0.005587308167351646,2019-02-22,2019-02-25,3 days,,8.149826049804688,5.9511871337890625,3.025787353515625,-2.198638916015625
15,-1,36,37,105.41686248779297,106.14424133300781,,,-0.7273788452148438,-0.0069000236589196184,2019-02-25,2019-02-26,1 days,,5.9511871337890625,5.2863922119140625,-2.198638916015625,-0.664794921875
16,-1,37,38,106.14424133300781,105.96475219726562,,,0.1794891357421875,0.0016909926858780233,2019-02-26,2019-02-27,1 days,,5.2863922119140625,6.2262725830078125,-0.664794921875,0.93988037109375
17,1,38,39,105.96475219726562,105.83248901367188,,,-0.13226318359375,-0.0012481809361242213,2019-02-27,2019-02-28,1 days,,6.2262725830078125,6.808921813964844,0.93988037109375,0.5826492309570312
18,1,39,40,105.83248901367188,106.30484008789062,,,0.47235107421875,0.004463195362982786,2019-02-28,2019-03-01,1 days,,6.808921813964844,6.904998779296875,0.5826492309570312,0.09607696533203125
19,1,40,41,106.30484008789062,106.04978942871094,,,-0.2550506591796875,-0.002399238444541374,2019-03-01,2019-03-04,3 days,,6.904998779296875,7.045051574707031,0.09607696533203125,0.14005279541015625
20,1,41,42,106.04978942871094,105.52078247070312,,,-0.5290069580078125,-0.004988288622330805,2019-03-04,2019-03-05,1 days,,7.045051574707031,4.973358154296875,0.14005279541015625,-2.0716934204101562
21,-1,42,43,105.52078247070312,105.56800079345703,,,-0.04721832275390625,-0.0004474788913455541,2019-03-05,2019-03-06,1 days,,4.973358154296875,5.0958099365234375,-2.0716934204101562,0.1224517822265625
22,1,43,44,105.56800079345703,104.28321838378906,,,-1.2847824096679688,-0.012170187935846566,2019-03-06,2019-03-07,1 days,,5.0958099365234375,3.7263565063476562,0.1224517822265625,-1.3694534301757812
23,-1,44,45,104.28321838378906,104.39659118652344,,,-0.113372802734375,-0.0010871624839687843,2019-03-07,2019-03-08,1 days,,3.7263565063476562,2.5980606079101562,-1.3694534301757812,-1.1282958984375
24,-1,45,46,104.39659118652344,106.5882568359375,,,-2.1916656494140625,-0.020993651464138896,2019-03-08,2019-03-11,3 days,,2.5980606079101562,4.836761474609375,-1.1282958984375,2.2387008666992188
25,1,46,47,106.5882568359375,107.33454132080078,,,0.7462844848632812,0.0070015638403015945,2019-03-11,2019-03-12,1 days,,4.836761474609375,6.112083435058594,2.2387008666992188,1.2753219604492188
26,1,47,48,107.33454132080078,108.1658706665039,,,0.831329345703125,0.007745217294202078,2019-03-12,2019-03-13,1 days,,6.112083435058594,4.8084259033203125,1.2753219604492188,-1.3036575317382812
27,-1,48,49,108.1658706665039,108.25086975097656,,,-0.08499908447265625,-0.0007858216639768933,2019-03-13,2019-03-14,1 days,,4.8084259033203125,3.4197311401367188,-1.3036575317382812,-1.3886947631835938
28,-1,49,50,108.25086975097656,109.49787139892578,,,-1.2470016479492188,-0.011519553152947948,2019-03-14,2019-03-15,1 days,,3.4197311401367188,4.0810089111328125,-1.3886947631835938,0.6612777709960938
29,1,50,51,109.49787139892578,111.06603240966797,,,1.5681610107421875,0.014321383518306252,2019-03-15,2019-03-18,3 days,,4.0810089111328125,4.921791076660156,0.6612777709960938,0.8407821655273438
30,1,51,52,111.06603240966797,111.14163208007812,,,0.07559967041015625,0.0006806731884623218,2019-03-18,2019-03-19,1 days,,4.921791076660156,5.1768798828125,0.8407821655273438,0.25508880615234375
31,1,52,53,111.14163208007812,111.01878356933594,,,-0.1228485107421875,-0.0011053329741790296,2019-03-19,2019-03-20,1 days,,5.1768798828125,5.1862945556640625,0.25508880615234375,0.0094146728515625
32,1,53,54,111.01878356933594,113.5694351196289,,,2.5506515502929688,0.022974954942647008,2019-03-20,2019-03-21,1 days,,5.1862945556640625,7.264595031738281,0.0094146728515625,2.0783004760742188
33,1,54,55,113.5694351196289,110.57479858398438,,,-2.9946365356445312,-0.026368331694968106,2019-03-21,2019-03-22,1 days,,7.264595031738281,4.5250091552734375,2.0783004760742188,-2.7395858764648438
34,-1,55,56,110.57479858398438,111.15104675292969,,,-0.5762481689453125,-0.005211387914106247,2019-03-22,2019-03-25,3 days,,4.5250091552734375,5.6302642822265625,-2.7395858764648438,1.105255126953125
35,1,56,57,111.15104675292969,111.38721466064453,,,0.23616790771484375,0.002124747491040857,2019-03-25,2019-03-26,1 days,,5.6302642822265625,5.8192138671875,1.105255126953125,0.1889495849609375
36,1,57,58,111.38721466064453,110.31029510498047,,,-1.0769195556640625,-0.009668251055069743,2019-03-26,2019-03-27,1 days,,5.8192138671875,6.027076721191406,0.1889495849609375,0.20786285400390625
37,1,58,59,110.31029510498047,110.46143341064453,,,0.1511383056640625,0.0013701196748701072,2019-03-27,2019-03-28,1 days,,6.027076721191406,6.064842224121094,0.20786285400390625,0.0377655029296875
38,1,59,60,110.46143341064453,111.41557312011719,,,0.9541397094726562,0.008637763244711882,2019-03-28,2019-03-29,1 days,,6.064842224121094,4.8273162841796875,0.0377655029296875,-1.2375259399414062
39,-1,60,61,111.41557312011719,112.4358139038086,,,-1.0202407836914062,-0.009157075219560884,2019-03-29,2019-04-01,3 days,,4.8273162841796875,5.1012725830078125,-1.2375259399414062,0.273956298828125
40,1,61,62,112.4358139038086,112.59639739990234,,,0.16058349609375,0.0014282237173213197,2019-04-01,2019-04-02,1 days,,5.1012725830078125,4.4305267333984375,0.273956298828125,-0.670745849609375
41,-1,62,63,112.59639739990234,113.33326721191406,,,-0.7368698120117188,-0.006544346258207767,2019-04-02,2019-04-03,1 days,,4.4305267333984375,5.0823974609375,-0.670745849609375,0.6518707275390625
42,1,63,64,113.33326721191406,112.75701904296875,,,-0.5762481689453125,-0.0050845456336119366,2019-04-03,2019-04-04,1 days,,5.0823974609375,3.2591476440429688,0.6518707275390625,-1.8232498168945312
43,-1,64,65,112.75701904296875,113.2576904296875,,,-0.50067138671875,-0.004440268029149985,2019-04-04,2019-04-05,1 days,,3.2591476440429688,2.1916580200195312,-1.8232498168945312,-1.0674896240234375
44,-1,65,66,113.2576904296875,113.29547882080078,,,-0.03778839111328125,-0.00033364967067495144,2019-04-05,2019-04-08,3 days,,2.1916580200195312,2.1538467407226562,-1.0674896240234375,-0.037811279296875
45,-1,66,67,113.29547882080078,112.68144226074219,,,0.6140365600585938,0.0054197799104570565,2019-04-08,2019-04-09,1 days,,2.1538467407226562,1.66265869140625,-0.037811279296875,-0.49118804931640625
46,-1,67,68,112.68144226074219,113.54110717773438,,,-0.8596649169921875,-0.007629161463898804,2019-04-09,2019-04-10,1 days,,1.66265869140625,-0.02832794189453125,-0.49118804931640625,-1.6909866333007812
47,1,69,70,113.6733627319336,114.25906372070312,,,0.5857009887695312,0.005152491091081179,2019-04-11,2019-04-12,1 days,,3.0985641479492188,3.1080169677734375,3.12689208984375,0.00945281982421875
48,1,70,71,114.25906372070312,114.35353088378906,,,0.0944671630859375,0.0008267804759616304,2019-04-12,2019-04-15,3 days,,3.1080169677734375,2.9663162231445312,0.00945281982421875,-0.14170074462890625
49,-1,71,72,114.35353088378906,114.08899688720703,,,0.26453399658203125,0.002313299769036936,2019-04-15,2019-04-16,1 days,,2.9663162231445312,3.7787017822265625,-0.14170074462890625,0.8123855590820312
50,1,72,73,114.08899688720703,115.03368377685547,,,0.9446868896484375,0.008280262912490954,2019-04-16,2019-04-17,1 days,,3.7787017822265625,4.5722503662109375,0.8123855590820312,0.793548583984375
51,1,73,74,115.03368377685547,116.54519653320312,,,1.5115127563476562,0.013139740523999244,2019-04-17,2019-04-18,1 days,,4.5722503662109375,5.1296234130859375,0.793548583984375,0.557373046875
52,1,74,75,116.54519653320312,116.91360473632812,,,0.368408203125,0.003161075823661541,2019-04-18,2019-04-22,4 days,,5.1296234130859375,4.477790832519531,0.557373046875,-0.6518325805664062
53,-1,75,76,116.91360473632812,118.50066375732422,,,-1.5870590209960938,-0.013574630810292199,2019-04-22,2019-04-23,1 days,,4.477790832519531,5.904266357421875,-0.6518325805664062,1.4264755249023438
54,1,76,77,118.50066375732422,118.09445190429688,,,-0.40621185302734375,-0.0034279289258599688,2019-04-23,2019-04-24,1 days,,5.904266357421875,4.7611846923828125,1.4264755249023438,-1.1430816650390625
55,-1,77,78,118.09445190429688,122.00542449951172,,,-3.9109725952148438,-0.03311732712375237,2019-04-24,2019-04-25,1 days,,4.7611846923828125,9.248405456542969,-1.1430816650390625,4.487220764160156
56,1,78,79,122.00542449951172,122.7044906616211,,,0.699066162109375,0.00572979574455057,2019-04-25,2019-04-26,1 days,,9.248405456542969,9.446800231933594,4.487220764160156,0.198394775390625
57,1,79,80,122.7044906616211,122.59113311767578,,,-0.1133575439453125,-0.0009238255530347184,2019-04-26,2019-04-29,3 days,,9.446800231933594,9.295654296875,0.198394775390625,-0.15114593505859375
58,-1,80,81,122.59113311767578,123.3752212524414,,,-0.784088134765625,-0.006395961231657532,2019-04-29,2019-04-30,1 days,,9.295654296875,10.693778991699219,-0.15114593505859375,1.3981246948242188
59,1,81,82,123.3752212524414,120.80565643310547,,,-2.5695648193359375,-0.020827235754886986,2019-04-30,2019-05-01,1 days,,10.693778991699219,7.264549255371094,1.3981246948242188,-3.429229736328125
60,-1,82,83,120.80565643310547,119.22807312011719,,,1.5775833129882812,0.013058853033606432,2019-05-01,2019-05-02,1 days,,7.264549255371094,5.554710388183594,-3.429229736328125,-1.7098388671875
61,-1,83,84,119.22807312011719,121.76923370361328,,,-2.5411605834960938,-0.021313441683620704,2019-05-02,2019-05-03,1 days,,5.554710388183594,7.510169982910156,-1.7098388671875,1.9554595947265625
62,1,84,85,121.76923370361328,121.06072998046875,,,-0.7085037231445312,-0.005818413252636767,2019-05-03,2019-05-06,3 days,,7.510169982910156,6.7071990966796875,1.9554595947265625,-0.8029708862304688
63,-1,85,86,121.06072998046875,118.57624053955078,,,2.4844894409179688,0.020522670244255137,2019-05-06,2019-05-07,1 days,,6.7071990966796875,4.48724365234375,-0.8029708862304688,-2.2199554443359375
64,-1,86,87,118.57624053955078,118.56680297851562,,,0.00943756103515625,7.959065823148759e-05,2019-05-07,2019-05-08,1 days,,4.48724365234375,3.5331192016601562,-2.2199554443359375,-0.9541244506835938
65,-1,87,88,118.56680297851562,118.55736541748047,,,0.00943756103515625,7.959699340853721e-05,2019-05-08,2019-05-09,1 days,,3.5331192016601562,2.0121688842773438,-0.9541244506835938,-1.5209503173828125
