,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_CMF(H,L,C,V)","Exit_CMF(H,L,C,V)"
0,1,21,22,55.66486740112305,56.79944610595703,,,1.1345787048339844,0.020382312180107665,2019-02-01,2019-02-04,3 days,,0.20138365962908367,0.23647350139970671
1,1,22,23,56.79944610595703,57.319454193115234,,,0.5200080871582031,0.009155161234990716,2019-02-04,2019-02-05,1 days,,0.23647350139970671,0.31054139976386974
2,1,23,24,57.319454193115234,55.87735366821289,,,-1.4421005249023438,-0.025159006574692055,2019-02-05,2019-02-06,1 days,,0.31054139976386974,0.23887789619719882
3,1,24,25,55.87735366821289,55.03239440917969,,,-0.8449592590332031,-0.0151216763780615,2019-02-06,2019-02-07,1 days,,0.23887789619719882,0.2583011009890099
4,1,25,26,55.03239440917969,54.85673141479492,,,-0.17566299438476562,-0.003191992575839353,2019-02-07,2019-02-08,1 days,,0.2583011009890099,0.24344046877893058
5,1,26,27,54.85673141479492,54.84379577636719,,,-0.012935638427734375,-0.00023580767745567943,2019-02-08,2019-02-11,3 days,,0.24344046877893058,0.2323805178013057
6,1,27,28,54.84379577636719,56.110740661621094,,,1.2669448852539062,0.02310097007909584,2019-02-11,2019-02-12,1 days,,0.2323805178013057,0.2704115693093224
7,1,28,29,56.110740661621094,56.162986755371094,,,0.05224609375,0.0009311246498253656,2019-02-12,2019-02-13,1 days,,0.2704115693093224,0.2012352261808371
8,1,29,30,56.162986755371094,56.19135284423828,,,0.0283660888671875,0.0005050673140076789,2019-02-13,2019-02-14,1 days,,0.2012352261808371,0.2567930178891828
9,1,30,31,56.19135284423828,55.71512985229492,,,-0.4762229919433594,-0.008475022718592351,2019-02-14,2019-02-15,1 days,,0.2567930178891828,0.19821755755761436
10,1,32,33,56.057491302490234,55.76289749145508,,,-0.29459381103515625,-0.0052552086115574825,2019-02-19,2019-02-20,1 days,,0.23060367391171813,0.2594677954140637
11,1,33,34,55.76289749145508,54.94779586791992,,,-0.8151016235351562,-0.014617275288825504,2019-02-20,2019-02-21,1 days,,0.2594677954140637,0.22429749886536693
12,1,34,35,54.94779586791992,55.56235885620117,,,0.61456298828125,0.01118448845079234,2019-02-21,2019-02-22,1 days,,0.22429749886536693,0.24006926977896945
13,1,35,36,55.56235885620117,55.600677490234375,,,0.038318634033203125,0.0006896509583471655,2019-02-22,2019-02-25,3 days,,0.24006926977896945,0.199592364034141
14,1,37,38,55.833560943603516,55.87735366821289,,,0.043792724609375,0.0007843441089778747,2019-02-26,2019-02-27,1 days,,0.24450927537019201,0.28107808166546383
15,1,38,39,55.87735366821289,56.05948257446289,,,0.18212890625,0.0032594404404231447,2019-02-27,2019-02-28,1 days,,0.28107808166546383,0.24683436449737473
16,1,39,40,56.05948257446289,57.15275573730469,,,1.0932731628417969,0.019502020222709415,2019-02-28,2019-03-01,1 days,,0.24683436449737473,0.24166006341293558
17,1,40,41,57.15275573730469,57.39659118652344,,,0.24383544921875,0.004266381315706003,2019-03-01,2019-03-04,3 days,,0.24166006341293558,0.27385992706479867
18,1,41,42,57.39659118652344,58.18133544921875,,,0.7847442626953125,0.01367231479209452,2019-03-04,2019-03-05,1 days,,0.27385992706479867,0.2016612684598886
19,1,42,43,58.18133544921875,57.969852447509766,,,-0.21148300170898438,-0.003634894250469145,2019-03-05,2019-03-06,1 days,,0.2016612684598886,0.06415666709491269
20,1,54,55,61.512413024902344,60.09518814086914,,,-1.4172248840332031,-0.02303965678373665,2019-03-21,2019-03-22,1 days,,0.24014656460138686,0.1477634847417392
21,1,70,71,60.845603942871094,61.03469467163086,,,0.18909072875976562,0.0031077138939619164,2019-04-12,2019-04-15,3 days,,0.22559865161066345,0.25282782490970057
22,1,71,72,61.03469467163086,61.30241775512695,,,0.26772308349609375,0.004386408172211809,2019-04-15,2019-04-16,1 days,,0.25282782490970057,0.21649654624799777
23,1,72,73,61.30241775512695,61.71195983886719,,,0.4095420837402344,0.006680684037229323,2019-04-16,2019-04-17,1 days,,0.21649654624799777,0.16791760085237142
24,1,75,76,62.38971710205078,63.227210998535156,,,0.837493896484375,0.013423588619811966,2019-04-22,2019-04-23,1 days,,0.20006352122680574,0.25657123444920965
25,1,76,77,63.227210998535156,62.702720642089844,,,-0.5244903564453125,-0.008295326460904029,2019-04-23,2019-04-24,1 days,,0.25657123444920965,0.23691620546430114
26,1,77,78,62.702720642089844,63.065486907958984,,,0.3627662658691406,0.005785494826290316,2019-04-24,2019-04-25,1 days,,0.23691620546430114,0.25380083102157985
27,1,78,79,63.065486907958984,63.56708526611328,,,0.5015983581542969,0.00795361112309112,2019-04-25,2019-04-26,1 days,,0.25380083102157985,0.28322822968506534
28,1,79,80,63.56708526611328,64.50161743164062,,,0.9345321655273438,0.014701510406133655,2019-04-26,2019-04-29,3 days,,0.28322822968506534,0.3808119022745327
29,1,80,81,64.50161743164062,59.66275405883789,,,-4.838863372802734,-0.07501925634548623,2019-04-29,2019-04-30,1 days,,0.3808119022745327,0.44578691486916355
30,1,81,82,59.66275405883789,58.3868522644043,,,-1.2759017944335938,-0.021385231281401018,2019-04-30,2019-05-01,1 days,,0.44578691486916355,0.28583658885956836
31,1,82,83,58.3868522644043,58.0479736328125,,,-0.3388786315917969,-0.0058040229683420375,2019-05-01,2019-05-02,1 days,,0.28583658885956836,0.2703844705374017
32,1,83,84,58.0479736328125,59.194496154785156,,,1.1465225219726562,0.01975129277078791,2019-05-02,2019-05-03,1 days,,0.2703844705374017,0.2848476399886112
33,1,84,85,59.194496154785156,59.38906478881836,,,0.19456863403320312,0.0032869379194382375,2019-05-03,2019-05-06,3 days,,0.2848476399886112,0.3365434868797909
34,1,85,86,59.38906478881836,58.66253662109375,,,-0.7265281677246094,-0.012233366029724024,2019-05-06,2019-05-07,1 days,,0.3365434868797909,0.33305050778794576
35,1,86,87,58.66253662109375,58.260459899902344,,,-0.40207672119140625,-0.006854062990634957,2019-05-07,2019-05-08,1 days,,0.33305050778794576,0.30981049201080546
36,1,87,88,58.260459899902344,58.12062454223633,,,-0.13983535766601562,-0.0024001760011209683,2019-05-08,2019-05-09,1 days,,0.30981049201080546,0.3104175484880949
37,1,88,89,58.12062454223633,58.10420608520508,,,-0.01641845703125,-0.0002824893428204911,2019-05-09,2019-05-10,1 days,,0.3104175484880949,0.31666794067719983
38,1,89,90,58.10420608520508,56.5590934753418,,,-1.5451126098632812,-0.026592095718466546,2019-05-10,2019-05-13,3 days,,0.31666794067719983,0.27069120975205846
39,1,90,91,56.5590934753418,55.97538375854492,,,-0.583709716796875,-0.01032035135165943,2019-05-13,2019-05-14,1 days,,0.27069120975205846,0.20384739246006106
40,1,91,92,55.97538375854492,58.26145553588867,,,2.28607177734375,0.04084066287432586,2019-05-14,2019-05-15,1 days,,0.20384739246006106,0.23940353122288974
41,1,92,93,58.26145553588867,58.94319152832031,,,0.6817359924316406,0.011701320987624442,2019-05-15,2019-05-16,1 days,,0.23940353122288974,0.2416331252953369
42,1,93,94,58.94319152832031,58.16093444824219,,,-0.782257080078125,-0.013271372991438324,2019-05-16,2019-05-17,1 days,,0.2416331252953369,0.22960526883296245
43,1,94,95,58.16093444824219,56.96067810058594,,,-1.20025634765625,-0.020636813336009308,2019-05-17,2019-05-20,3 days,,0.22960526883296245,0.2016029275894496
44,1,95,96,56.96067810058594,57.447349548339844,,,0.48667144775390625,0.008543989713298394,2019-05-20,2019-05-21,1 days,,0.2016029275894496,0.19219798412210867
45,1,97,98,57.51750946044922,56.994510650634766,,,-0.5229988098144531,-0.009092862586028372,2019-05-22,2019-05-23,1 days,,0.2143253182850202,0.2193223839917713
46,1,98,99,56.994510650634766,56.65961456298828,,,-0.3348960876464844,-0.005875935837037605,2019-05-23,2019-05-24,1 days,,0.2193223839917713,0.1788533022037186
47,1,140,141,56.71534729003906,56.52675247192383,,,-0.18859481811523438,-0.0033252871952060836,2019-07-24,2019-07-25,1 days,,0.2503264685281523,0.28876636784015475
48,1,141,142,56.52675247192383,61.964752197265625,,,5.437999725341797,0.09620223146629181,2019-07-25,2019-07-26,1 days,,0.28876636784015475,0.2499327273182284
49,1,142,143,61.964752197265625,61.79655456542969,,,-0.1681976318359375,-0.0027144082058212504,2019-07-26,2019-07-29,3 days,,0.2499327273182284,0.21016561603484532
50,1,143,144,61.79655456542969,61.10784912109375,,,-0.6887054443359375,-0.011144722374557992,2019-07-29,2019-07-30,1 days,,0.21016561603484532,0.1999033634772227
51,1,263,264,73.62400817871094,73.7598648071289,,,0.13585662841796875,0.001845276177958155,2020-01-17,2020-01-21,4 days,,0.21399963734047953,0.1890058039741056
52,1,265,266,73.84046936035156,73.88127899169922,,,0.04080963134765625,0.0005526729678342335,2020-01-22,2020-01-23,1 days,,0.23355425005672004,0.23665070670594235
53,1,266,267,73.88127899169922,72.95967864990234,,,-0.921600341796875,-0.012474071298906764,2020-01-23,2020-01-24,1 days,,0.23665070670594235,0.21125377313402763
54,1,267,268,72.95967864990234,71.24588012695312,,,-1.7137985229492188,-0.023489666548188848,2020-01-24,2020-01-27,3 days,,0.21125377313402763,0.19631686664900574
55,1,269,270,72.17991638183594,72.48843383789062,,,0.3085174560546875,0.004274283921618993,2020-01-28,2020-01-29,1 days,,0.2539695380565032,0.2863449200861185
56,1,270,271,72.48843383789062,72.36652374267578,,,-0.12191009521484375,-0.0016817868556447957,2020-01-29,2020-01-30,1 days,,0.2863449200861185,0.2999281461150258
57,1,271,272,72.36652374267578,71.29812622070312,,,-1.0683975219726562,-0.014763698278111526,2020-01-30,2020-01-31,1 days,,0.2999281461150258,0.2004466418564891
58,1,272,273,71.29812622070312,73.77726745605469,,,2.4791412353515625,0.03477147811258585,2020-01-31,2020-02-03,3 days,,0.2004466418564891,0.26144930841618685
59,1,273,274,73.77726745605469,71.92662048339844,,,-1.85064697265625,-0.02508424392050823,2020-02-03,2020-02-04,1 days,,0.26144930841618685,0.1867751699232238
60,1,275,276,71.9584732055664,73.44734954833984,,,1.4888763427734375,0.020690771724965806,2020-02-05,2020-02-06,1 days,,0.201905514278895,0.21984313629433225
61,1,276,277,73.44734954833984,73.60360717773438,,,0.15625762939453125,0.0021274781235187668,2020-02-06,2020-02-07,1 days,,0.21984313629433225,0.23414288075839562
62,1,277,278,73.60360717773438,75.0740737915039,,,1.4704666137695312,0.019978186805691855,2020-02-07,2020-02-10,3 days,,0.23414288075839562,0.2727920971266876
63,1,278,279,75.0740737915039,75.14374542236328,,,0.069671630859375,0.0009280385003864744,2020-02-10,2020-02-11,1 days,,0.2727920971266876,0.20956687189510842
64,1,279,280,75.14374542236328,75.57020568847656,,,0.42646026611328125,0.005675259646910957,2020-02-11,2020-02-12,1 days,,0.20956687189510842,0.25831156467596883
65,1,280,281,75.57020568847656,75.30945587158203,,,-0.26074981689453125,-0.0034504314831352856,2020-02-12,2020-02-13,1 days,,0.25831156467596883,0.23514261509032072
66,1,281,282,75.30945587158203,75.57518005371094,,,0.26572418212890625,0.0035284305145162342,2020-02-13,2020-02-14,1 days,,0.23514261509032072,0.23016788049123876
67,1,282,283,75.57518005371094,75.61051177978516,,,0.03533172607421875,0.0004675043585620209,2020-02-14,2020-02-18,4 days,,0.23016788049123876,0.1686518312133475
68,1,322,323,62.96049499511719,62.56587600708008,,,-0.3946189880371094,-0.006267723722116703,2020-04-14,2020-04-15,1 days,,0.2288359053546769,0.18908814619522313
69,1,326,327,62.75746154785156,60.31961441040039,,,-2.437847137451172,-0.03884553449620254,2020-04-20,2020-04-21,1 days,,0.20052520851695219,0.13593414321926292
70,1,360,361,72.05750274658203,72.25852966308594,,,0.20102691650390625,0.0027898124253749046,2020-06-08,2020-06-09,1 days,,0.2439092635931425,0.21300226229804495
71,1,361,362,72.25852966308594,72.88652801513672,,,0.6279983520507812,0.008690992675590037,2020-06-09,2020-06-10,1 days,,0.21300226229804495,0.2669505831556365
