,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_CMF(H,L,C,V)","Exit_CMF(H,L,C,V)"
0,1,21,22,39.71847152709961,40.84666061401367,,,1.1281890869140625,0.028404645081679725,2019-02-01,2019-02-04,3 days,,0.2446521817174256,0.21740289265277238
1,1,22,23,40.84666061401367,41.54552459716797,,,0.6988639831542969,0.017109452098380995,2019-02-04,2019-02-05,1 days,,0.21740289265277238,0.21045966434794555
2,1,23,24,41.54552459716797,41.55984115600586,,,0.014316558837890625,0.00034459930345587253,2019-02-05,2019-02-06,1 days,,0.21045966434794555,0.1939761677159638
3,1,54,55,46.7325553894043,45.76481246948242,,,-0.967742919921875,-0.02070811047797505,2019-03-21,2019-03-22,1 days,,0.22203334293338525,0.11388792571881742
4,1,75,76,48.99385452270508,49.700504302978516,,,0.7066497802734375,0.014423233018866721,2019-04-22,2019-04-23,1 days,,0.23875798911098578,0.3057014481504761
5,1,76,77,49.700504302978516,49.623863220214844,,,-0.07664108276367188,-0.0015420584526961711,2019-04-23,2019-04-24,1 days,,0.3057014481504761,0.34427870862210497
6,1,77,78,49.623863220214844,49.17351531982422,,,-0.450347900390625,-0.009075228552684944,2019-04-24,2019-04-25,1 days,,0.34427870862210497,0.30484326282375396
7,1,78,79,49.17351531982422,48.93877029418945,,,-0.23474502563476562,-0.004773810131490253,2019-04-25,2019-04-26,1 days,,0.30484326282375396,0.31927119291728545
8,1,79,80,48.93877029418945,49.01302719116211,,,0.07425689697265625,0.0015173429272183903,2019-04-26,2019-04-29,3 days,,0.31927119291728545,0.26363176849560793
9,1,80,81,49.01302719116211,48.0692253112793,,,-0.9438018798828125,-0.019256143396362058,2019-04-29,2019-04-30,1 days,,0.26363176849560793,0.1840792857988192
10,-1,164,165,49.28008270263672,49.610774993896484,,,-0.3306922912597656,-0.006710465427893331,2019-08-27,2019-08-28,1 days,,-0.21175556627468511,-0.13747920534997962
11,1,179,180,53.77217102050781,53.33527374267578,,,-0.43689727783203125,-0.008124970027068579,2019-09-18,2019-09-19,1 days,,0.2082656570665649,0.17999863627345164
12,1,212,213,62.15528869628906,62.06597900390625,,,-0.0893096923828125,-0.0014368800186772557,2019-11-04,2019-11-05,1 days,,0.25801103354657445,0.31052658865487165
13,1,213,214,62.06597900390625,62.09252166748047,,,0.02654266357421875,0.0004276523789714659,2019-11-05,2019-11-06,1 days,,0.31052658865487165,0.3283530578664449
14,1,214,215,62.09252166748047,62.80915832519531,,,0.7166366577148438,0.011541432663221496,2019-11-06,2019-11-07,1 days,,0.3283530578664449,0.2956555732609724
15,1,215,216,62.80915832519531,62.981040954589844,,,0.17188262939453125,0.0027365854594740835,2019-11-07,2019-11-08,1 days,,0.2956555732609724,0.3007461343009734
16,1,216,217,62.981040954589844,63.47979736328125,,,0.49875640869140625,0.00791915155945122,2019-11-08,2019-11-11,3 days,,0.3007461343009734,0.3568764985053896
17,1,217,218,63.47979736328125,63.421653747558594,,,-0.05814361572265625,-0.0009159388992676654,2019-11-11,2019-11-12,1 days,,0.3568764985053896,0.39390523746221734
18,1,218,219,63.421653747558594,64.02938079833984,,,0.60772705078125,0.009582327405088353,2019-11-12,2019-11-13,1 days,,0.39390523746221734,0.4271856616460674
19,1,219,220,64.02938079833984,63.58629608154297,,,-0.443084716796875,-0.006920021891080985,2019-11-13,2019-11-14,1 days,,0.4271856616460674,0.3821783655498639
20,1,220,221,63.58629608154297,64.3416748046875,,,0.7553787231445312,0.011879583647643743,2019-11-14,2019-11-15,1 days,,0.3821783655498639,0.41826701420222073
21,1,221,222,64.3416748046875,64.66609954833984,,,0.32442474365234375,0.00504221788812842,2019-11-15,2019-11-18,3 days,,0.41826701420222073,0.42066664659153047
22,1,222,223,64.66609954833984,64.4699935913086,,,-0.19610595703125,-0.0030325929412930996,2019-11-18,2019-11-19,1 days,,0.42066664659153047,0.44125111856621735
23,1,223,224,64.4699935913086,63.71946334838867,,,-0.7505302429199219,-0.011641543625360407,2019-11-19,2019-11-20,1 days,,0.44125111856621735,0.39686722481315667
24,1,224,225,63.71946334838867,63.43380355834961,,,-0.2856597900390625,-0.004483085309071155,2019-11-20,2019-11-21,1 days,,0.39686722481315667,0.35513272717705685
25,1,225,226,63.43380355834961,63.378089904785156,,,-0.055713653564453125,-0.0008782959627070541,2019-11-21,2019-11-22,1 days,,0.35513272717705685,0.31619283619804006
26,1,226,227,63.378089904785156,64.4893569946289,,,1.11126708984375,0.017533931545006265,2019-11-22,2019-11-25,3 days,,0.31619283619804006,0.31805069819561976
27,1,227,228,64.4893569946289,63.98578643798828,,,-0.503570556640625,-0.007808583929322821,2019-11-25,2019-11-26,1 days,,0.31805069819561976,0.3703749950779192
28,1,228,229,63.98578643798828,64.84525299072266,,,0.859466552734375,0.013432147990668719,2019-11-26,2019-11-27,1 days,,0.3703749950779192,0.4128212357942792
29,1,229,230,64.84525299072266,64.70240020751953,,,-0.142852783203125,-0.0022029798113912813,2019-11-27,2019-11-29,2 days,,0.4128212357942792,0.3692948775507009
30,1,230,231,64.70240020751953,63.95429611206055,,,-0.7481040954589844,-0.011562230969169529,2019-11-29,2019-12-02,3 days,,0.3692948775507009,0.25883536277022773
31,1,231,232,63.95429611206055,62.814002990722656,,,-1.1402931213378906,-0.0178298127046832,2019-12-02,2019-12-03,1 days,,0.25883536277022773,0.27707959940856597
32,1,232,233,62.814002990722656,63.36841583251953,,,0.554412841796875,0.008826261906580868,2019-12-03,2019-12-04,1 days,,0.27707959940856597,0.2777579538928186
33,1,233,234,63.36841583251953,64.29811096191406,,,0.9296951293945312,0.014671269861813885,2019-12-04,2019-12-05,1 days,,0.2777579538928186,0.27905518583241096
34,1,234,235,64.29811096191406,65.54008483886719,,,1.241973876953125,0.019315868823716942,2019-12-05,2019-12-06,1 days,,0.27905518583241096,0.3188222178340017
35,1,235,236,65.54008483886719,64.62251281738281,,,-0.917572021484375,-0.014000165299453915,2019-12-06,2019-12-09,3 days,,0.3188222178340017,0.25367612789319444
36,1,236,237,64.62251281738281,65.00018310546875,,,0.3776702880859375,0.005844252592795307,2019-12-09,2019-12-10,1 days,,0.25367612789319444,0.225337046420984
37,1,237,238,65.00018310546875,65.55463409423828,,,0.5544509887695312,0.008529991182792296,2019-12-10,2019-12-11,1 days,,0.225337046420984,0.2535684180976117
38,1,238,239,65.55463409423828,65.7216567993164,,,0.167022705078125,0.002547839788687112,2019-12-11,2019-12-12,1 days,,0.2535684180976117,0.2455829173208114
39,1,239,240,65.7216567993164,66.61505126953125,,,0.8933944702148438,0.013593608465210405,2019-12-12,2019-12-13,1 days,,0.2455829173208114,0.33488314422595605
