,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9755.704035484292
Return [%],-2.4429596451570794
Return (Ann.) [%],-0.39098120908018785
Volatility (Ann.) [%],0.6873678452523859
Sharpe Ratio,-0.5688092798938368
Sortino Ratio,-0.7336809383429459
Max. Drawdown [%],-3.3584095416563375
# Trades,296
Win Rate [%],56.08108108108109
Profit Factor,1.1325938143706913
Expectancy [%],0.1634985291931783
