,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_RSI(C,14)","Exit_RSI(C,14)"
0,1,15,20,53.94210433959961,56.02663803100586,,,2.08453369140625,0.03864390751763769,2019-01-24,2019-01-31,7 days,,25.43809985384901,34.944237654627685
1,1,16,21,54.813438415527344,55.66486740112305,,,0.8514289855957031,0.015533216127425309,2019-01-25,2019-02-01,7 days,,28.49905182178381,36.27342587233068
2,1,27,32,54.84379577636719,56.057491302490234,,,1.2136955261230469,0.022130042403922134,2019-02-11,2019-02-19,8 days,,29.494611068374425,21.70922821504928
3,1,28,33,56.110740661621094,55.76289749145508,,,-0.3478431701660156,-0.0061992261386051295,2019-02-12,2019-02-20,8 days,,27.532868577467354,29.155668374893253
4,1,31,36,55.71512985229492,55.600677490234375,,,-0.11445236206054688,-0.002054242040967491,2019-02-15,2019-02-25,10 days,,21.939274945917973,38.8023855801643
5,1,32,37,56.057491302490234,55.833560943603516,,,-0.22393035888671875,-0.003994655374040423,2019-02-19,2019-02-26,7 days,,21.70922821504928,41.943132514001725
6,1,33,38,55.76289749145508,55.87735366821289,,,0.1144561767578125,0.0020525507444326685,2019-02-20,2019-02-27,7 days,,29.155668374893253,37.672809591594294
7,1,39,44,56.05948257446289,57.26870346069336,,,1.2092208862304688,0.021570318360043306,2019-02-28,2019-03-07,7 days,,26.355601137386415,52.73250085400937
8,1,40,45,57.15275573730469,57.224910736083984,,,0.07215499877929688,0.0012624937826435367,2019-03-01,2019-03-08,7 days,,25.802458408597104,57.411273943646414
9,1,69,74,60.19172668457031,61.77814483642578,,,1.5864181518554688,0.02635608312366511,2019-04-11,2019-04-18,7 days,,28.3173826700625,37.729546404745506
10,1,70,75,60.845603942871094,62.38971710205078,,,1.5441131591796875,0.02537756319469664,2019-04-12,2019-04-22,10 days,,26.03774413301626,45.45454960275754
11,1,117,122,55.39515686035156,53.57535934448242,,,-1.8197975158691406,-0.032851202505965627,2019-06-20,2019-06-27,7 days,,22.37163637448947,51.236742924617324
12,1,118,123,56.000762939453125,53.882389068603516,,,-2.1183738708496094,-0.03782758947659248,2019-06-21,2019-06-28,7 days,,17.101841686613724,48.141898912522024
13,1,125,130,55.36530303955078,56.77406692504883,,,1.4087638854980469,0.02544488710721371,2019-07-02,2019-07-10,8 days,,25.597283103174945,37.821181324691395
14,1,126,131,55.8823356628418,56.93181228637695,,,1.0494766235351562,0.0187801138067496,2019-07-03,2019-07-11,8 days,,26.84964912089032,39.492389777543174
15,1,134,139,57.39857864379883,57.12936782836914,,,-0.2692108154296875,-0.004690200032658298,2019-07-16,2019-07-23,7 days,,26.24277522925665,48.749993497677366
16,1,176,181,61.706485748291016,61.19940948486328,,,-0.5070762634277344,-0.008217552130519445,2019-09-13,2019-09-20,7 days,,29.533682340851144,36.53531755924678
17,1,178,183,61.20140075683594,60.626644134521484,,,-0.5747566223144531,-0.009391233128765553,2019-09-17,2019-09-24,7 days,,29.65416373745856,45.71428996069874
18,1,182,187,61.440757751464844,60.766475677490234,,,-0.6742820739746094,-0.010974507780359133,2019-09-23,2019-09-30,7 days,,29.734368781610357,51.90082928626273
19,1,206,211,62.91421127319336,63.309814453125,,,0.3956031799316406,0.006287978056560339,2019-10-25,2019-11-01,7 days,,28.264337231350126,38.061227429066115
20,1,207,212,64.142333984375,64.17369079589844,,,0.0313568115234375,0.0004888629642176845,2019-10-28,2019-11-04,7 days,,21.172353558014436,46.420319205521174
21,1,208,213,62.73307800292969,64.26475524902344,,,1.53167724609375,0.024415783424849957,2019-10-29,2019-11-05,7 days,,29.139072967184944,47.15262043121708
22,1,209,214,62.73506546020508,64.24335479736328,,,1.5082893371582031,0.02404220552084957,2019-10-30,2019-11-06,7 days,,29.473681328609686,44.90239423939415
23,1,288,293,68.9861831665039,66.5677490234375,,,-2.4184341430664062,-0.03505679009997287,2020-02-25,2020-03-03,7 days,,84.2592614716484,73.21217717442887
24,1,289,294,69.19269561767578,68.75130462646484,,,-0.4413909912109375,-0.006379155881566456,2020-02-26,2020-03-04,7 days,,81.3093937924565,66.6523390139034
25,1,290,295,65.43465423583984,65.42520904541016,,,-0.0094451904296875,-0.00014434538609531256,2020-02-27,2020-03-05,7 days,,88.35314018228424,71.24860853327394
26,1,291,296,66.64387512207031,64.4787368774414,,,-2.1651382446289062,-0.032488180506656694,2020-02-28,2020-03-06,7 days,,88.77984911544138,73.21555560229761
27,1,316,321,54.37503433227539,60.2325325012207,,,5.8574981689453125,0.10772403623970628,2020-04-03,2020-04-13,10 days,,21.691590804660592,29.824562831485437
28,1,317,322,58.87800598144531,62.96049499511719,,,4.082489013671875,0.06933809910203848,2020-04-06,2020-04-14,8 days,,24.262590283445704,28.734584480770323
29,1,318,323,58.846656799316406,62.56587600708008,,,3.719219207763672,0.06320187772853858,2020-04-07,2020-04-15,8 days,,23.002377750963845,26.171315659892556
30,1,319,324,60.06283950805664,62.57234191894531,,,2.509502410888672,0.04178128159512107,2020-04-08,2020-04-16,8 days,,24.220254747421023,28.099592304157042
31,1,320,325,60.04144287109375,63.645713806152344,,,3.6042709350585938,0.060029718852639746,2020-04-09,2020-04-17,8 days,,26.400842451647023,19.37715331938638
32,1,321,326,60.2325325012207,62.75746154785156,,,2.5249290466308594,0.041919689273893335,2020-04-13,2020-04-20,7 days,,29.824562831485437,34.75891440195592
33,1,322,327,62.96049499511719,60.31961441040039,,,-2.640880584716797,-0.041945041647490355,2020-04-14,2020-04-21,7 days,,28.734584480770323,41.415308335038034
34,1,323,328,62.56587600708008,62.62111282348633,,,0.05523681640625,0.0008828585153990431,2020-04-15,2020-04-22,7 days,,26.171315659892556,32.71461023863658
35,1,324,329,62.57234191894531,63.25607681274414,,,0.6837348937988281,0.010927110490518643,2020-04-16,2020-04-23,7 days,,28.099592304157042,37.83964701561582
36,1,325,330,63.645713806152344,63.526283264160156,,,-0.1194305419921875,-0.0018764899448836525,2020-04-17,2020-04-24,7 days,,19.37715331938638,36.469443992564976
37,1,340,345,68.88765716552734,68.32633209228516,,,-0.5613250732421875,-0.008148412884668166,2020-05-08,2020-05-15,7 days,,27.403356881005735,46.984673364417596
38,1,341,346,69.84556579589844,68.92945861816406,,,-0.916107177734375,-0.013116182355962458,2020-05-11,2020-05-18,7 days,,21.977653600974435,39.78253662740855
39,1,357,362,71.6200942993164,72.88652801513672,,,1.2664337158203125,0.017682659150483726,2020-06-03,2020-06-10,7 days,,22.264876223668708,50.75187554791469
40,1,358,363,70.37852478027344,69.761474609375,,,-0.6170501708984375,-0.008767591716719147,2020-06-04,2020-06-11,7 days,,26.126123288040006,65.84984810822444
41,1,359,364,71.65840148925781,70.30985260009766,,,-1.3485488891601562,-0.01881913161797666,2020-06-05,2020-06-12,7 days,,23.324393595450587,66.02195694158209
42,1,398,403,74.04349517822266,74.56201934814453,,,0.518524169921875,0.0070029672245184305,2020-07-31,2020-08-07,7 days,,18.29510383225545,45.05589446644536
