,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9963.926393112199
Return [%],-0.3607360688780136
Return (Ann.) [%],-0.05722425498720929
Volatility (Ann.) [%],2.997783450346348
Sharpe Ratio,-0.0190888554610567
Sortino Ratio,-0.027680459198597487
Max. Drawdown [%],-6.411048860175339
# Trades,1193
Win Rate [%],55.993294216261525
Profit Factor,1.4253931491831293
Expectancy [%],0.4661141153829737
