,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9941.823721817003
Return [%],-0.5817627818299661
Return (Ann.) [%],-0.09237234917151005
Volatility (Ann.) [%],0.7941110729647397
Sharpe Ratio,-0.11632169896164084
Sortino Ratio,-0.15668126290105797
Max. Drawdown [%],-1.6146247377002876
# Trades,314
Win Rate [%],56.36942675159236
Profit Factor,1.1496537090737695
Expectancy [%],0.25567963987537495
