,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],10527.287513061538
Return [%],5.272875130615375
Return (Ann.) [%],0.8172226387818782
Volatility (Ann.) [%],1.70613493034623
Sharpe Ratio,0.47899062626660904
Sortino Ratio,0.7406235039793138
Max. Drawdown [%],-1.9942848192359808
# Trades,278
Win Rate [%],62.23021582733813
Profit Factor,2.0876099889094473
Expectancy [%],1.1391188857323966
