,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9609.551666458161
Return [%],-3.9044833354183908
Return (Ann.) [%],-0.6288463640247266
Volatility (Ann.) [%],1.2739411635474374
Sharpe Ratio,-0.4936227684751396
Sortino Ratio,-0.6489247118582726
Max. Drawdown [%],-5.813302638100248
# Trades,1036
Win Rate [%],54.729729729729726
Profit Factor,1.169167733307897
Expectancy [%],0.22108962815278596
