,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9930.682027976985
Return [%],-0.693179720230146
Return (Ann.) [%],-0.11018423968675028
Volatility (Ann.) [%],0.12164095861865293
Sharpe Ratio,-0.9058152857227991
Sortino Ratio,-1.2762776673235625
Max. Drawdown [%],-0.9066593071978324
# Trades,164
Win Rate [%],50.609756097560975
Profit Factor,1.0662672357905199
Expectancy [%],0.046736380792448524
