,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9823.959974937414
Return [%],-1.7604002506258623
Return (Ann.) [%],-0.2832306237157245
Volatility (Ann.) [%],0.1923804280853182
Sharpe Ratio,-1.472242402902417
Sortino Ratio,-1.852024767156549
Max. Drawdown [%],-1.9577410769418657
# Trades,342
Win Rate [%],51.16959064327485
Profit Factor,0.9279318245248157
Expectancy [%],-0.057103995418409326
