,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9806.236460533155
Return [%],-1.9376353946684504
Return (Ann.) [%],-0.30943647920782524
Volatility (Ann.) [%],0.5617196764477894
Sharpe Ratio,-0.5508734911417807
Sortino Ratio,-0.7458810364003954
Max. Drawdown [%],-2.1312259158222435
# Trades,210
Win Rate [%],48.095238095238095
Profit Factor,0.6931640060857924
Expectancy [%],-0.5660217073482392
