,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9899.10631819912
Return [%],-1.0089368180088059
Return (Ann.) [%],-0.16048917533485474
Volatility (Ann.) [%],1.4186211360556376
Sharpe Ratio,-0.11313039912903175
Sortino Ratio,-0.152475627929268
Max. Drawdown [%],-4.561157975613838
# Trades,1077
Win Rate [%],61.18848653667596
Profit Factor,1.4995601454321406
Expectancy [%],0.5856883806774719
