,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9983.613650016729
Return [%],-0.16386349983271428
Return (Ann.) [%],-0.025972410074859287
Volatility (Ann.) [%],1.8473868323850604
Sharpe Ratio,-0.014058999241283822
Sortino Ratio,-0.01896249458792054
Max. Drawdown [%],-4.850047618752928
# Trades,1375
Win Rate [%],58.909090909090914
Profit Factor,1.4862024480315268
Expectancy [%],0.6201323941050293
