,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9734.820255043034
Return [%],-2.651797449569658
Return (Ann.) [%],-0.4282774368352338
Volatility (Ann.) [%],0.6491592181683115
Sharpe Ratio,-0.659741747246038
Sortino Ratio,-0.8548755793642099
Max. Drawdown [%],-3.297851081451142
# Trades,349
Win Rate [%],51.862464183381086
Profit Factor,0.8757620873645467
Expectancy [%],-0.1870140011541299
