,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9862.938729347205
Return [%],-1.3706127065279543
Return (Ann.) [%],-0.2183553896248358
Volatility (Ann.) [%],1.5328189324095547
Sharpe Ratio,-0.14245347901698105
Sortino Ratio,-0.19484848301230967
Max. Drawdown [%],-4.214533078523597
# Trades,1052
Win Rate [%],58.460076045627375
Profit Factor,1.403620072690735
Expectancy [%],0.4904344482782048
