,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_CMF(H,L,C,V)","Exit_CMF(H,L,C,V)"
0,1,20,21,98.23342895507812,96.68132019042969,,,-1.5521087646484375,-0.015800209573853086,2019-01-31,2019-02-01,1 days,,0.20235774706444748,0.23247746849195944
1,1,21,22,96.68132019042969,99.4656753540039,,,2.7843551635742188,0.02879930847127432,2019-02-01,2019-02-04,3 days,,0.23247746849195944,0.23741438004523727
2,1,22,23,99.4656753540039,100.85787963867188,,,1.3922042846679688,0.013996831366328566,2019-02-04,2019-02-05,1 days,,0.23741438004523727,0.28234885480487437
3,1,23,24,100.85787963867188,99.73847198486328,,,-1.1194076538085938,-0.011098861663748294,2019-02-05,2019-02-06,1 days,,0.28234885480487437,0.2786055847793926
4,1,24,25,99.73847198486328,99.0235595703125,,,-0.7149124145507812,-0.007167870133996779,2019-02-06,2019-02-07,1 days,,0.2786055847793926,0.2904428507050039
5,1,25,26,99.0235595703125,99.39983367919922,,,0.37627410888671875,0.003799844304925637,2019-02-07,2019-02-08,1 days,,0.2904428507050039,0.28626167835595717
6,1,26,27,99.39983367919922,99.00475311279297,,,-0.39508056640625,-0.0039746602361662164,2019-02-08,2019-02-11,3 days,,0.28626167835595717,0.2574820912691826
7,1,27,28,99.00475311279297,100.54741668701172,,,1.54266357421875,0.015581712248312396,2019-02-11,2019-02-12,1 days,,0.2574820912691826,0.2881820330124033
8,1,28,29,100.54741668701172,100.47217559814453,,,-0.0752410888671875,-0.0007483144902807881,2019-02-12,2019-02-13,1 days,,0.2881820330124033,0.21859344904856318
9,1,29,30,100.47217559814453,100.5568618774414,,,0.084686279296875,0.0008428829055677767,2019-02-13,2019-02-14,1 days,,0.21859344904856318,0.2584256334605383
10,1,30,31,100.5568618774414,101.79853820800781,,,1.2416763305664062,0.012348001989956225,2019-02-14,2019-02-15,1 days,,0.2584256334605383,0.27467364494299973
11,1,31,32,101.79853820800781,101.75151062011719,,,-0.047027587890625,-0.0004619672219117188,2019-02-15,2019-02-19,4 days,,0.27467364494299973,0.22758718667835326
12,1,32,33,101.75151062011719,101.22247314453125,,,-0.5290374755859375,-0.00519930831848836,2019-02-19,2019-02-20,1 days,,0.22758718667835326,0.24897711666864794
13,1,33,34,101.22247314453125,103.35746002197266,,,2.1349868774414062,0.021092024439997026,2019-02-20,2019-02-21,1 days,,0.24897711666864794,0.2682041333680616
14,1,34,35,103.35746002197266,104.8311538696289,,,1.47369384765625,0.01425822429598167,2019-02-21,2019-02-22,1 days,,0.2682041333680616,0.29701619746116126
15,1,35,36,104.8311538696289,105.41683197021484,,,0.5856781005859375,0.005586870686497436,2019-02-22,2019-02-25,3 days,,0.29701619746116126,0.28045542886705344
16,1,36,37,105.41683197021484,106.14425659179688,,,0.7274246215820312,0.006900459897974942,2019-02-25,2019-02-26,1 days,,0.28045542886705344,0.31886902878576856
17,1,37,38,106.14425659179688,105.96475219726562,,,-0.17950439453125,-0.0016911361979912165,2019-02-26,2019-02-27,1 days,,0.31886902878576856,0.38001242361752824
18,1,38,39,105.96475219726562,105.83251190185547,,,-0.13224029541015625,-0.0012479649380388036,2019-02-27,2019-02-28,1 days,,0.38001242361752824,0.2739887444637667
19,1,39,40,105.83251190185547,106.3048324584961,,,0.472320556640625,0.004462906040429537,2019-02-28,2019-03-01,1 days,,0.2739887444637667,0.27947065996509335
20,1,40,41,106.3048324584961,106.04978942871094,,,-0.25504302978515625,-0.0023991668477040262,2019-03-01,2019-03-04,3 days,,0.27947065996509335,0.3325479705900579
