,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9766.96638752745
Return [%],-2.330336124725509
Return (Ann.) [%],-0.3758415510897062
Volatility (Ann.) [%],0.38337305240656233
Sharpe Ratio,-0.9803546408137496
Sortino Ratio,-1.3460090087417926
Max. Drawdown [%],-2.7817661045024145
# Trades,350
Win Rate [%],54.0
Profit Factor,1.2512190087403878
Expectancy [%],0.1620640811706742
