,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],8688.518371551509
Return [%],-13.114816284484915
Return (Ann.) [%],-2.2020941690807594
Volatility (Ann.) [%],0.6351983730395168
Sharpe Ratio,-3.466781815802547
Sortino Ratio,-3.8472839496531597
Max. Drawdown [%],-13.253454435119693
# Trades,1141
Win Rate [%],51.79666958808063
Profit Factor,0.9322214562744541
Expectancy [%],-0.04180350510210673
