,0
Return [%],-1.2047487823411844
Return (Ann.) [%],-0.19382894426381303
Volatility (Ann.) [%],1.150521652252078
Sharpe Ratio,-0.16991773000149124
Sortino Ratio,-0.2164981328107604
Max. Drawdown [%],-3.538899410195415
# Trades,676.2
Win Rate [%],56.90475160566014
Profit Factor,1.3959759905552884
Expectancy [%],0.49221831688420775
