,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9695.174287406891
Return [%],-3.048257125931086
Return (Ann.) [%],-0.4891279815821048
Volatility (Ann.) [%],0.7382199566307672
Sharpe Ratio,-0.6625775653837412
Sortino Ratio,-0.8261786643475557
Max. Drawdown [%],-3.621223953165287
# Trades,589
Win Rate [%],51.61290322580645
Profit Factor,1.075425059186415
Expectancy [%],0.08142729408218152
