,0
Start,2019-01-02 00:00:00
End,2025-04-30 00:00:00
Duration,2310 days 00:00:00
Equity Final [$],9623.980941551239
Return [%],-3.760190584487609
Return (Ann.) [%],-0.6052275638283255
Volatility (Ann.) [%],0.2749613570263199
Sharpe Ratio,-2.201136808363918
Sortino Ratio,-2.650414583164689
Max. Drawdown [%],-3.863481122309187
# Trades,936
Win Rate [%],52.991452991452995
Profit Factor,1.10542164352955
Expectancy [%],0.06376105347038925
