,0
Start,2019-01-02 00:00:00
End,2025-04-29 00:00:00
Duration,2309 days 00:00:00
Equity Final [$],9777.655411712627
Return [%],-2.2234458828737296
Return (Ann.) [%],-0.35843803630611903
Volatility (Ann.) [%],0.8561394062961611
Sharpe Ratio,-0.4186678403892156
Sortino Ratio,-0.5666466364978138
Max. Drawdown [%],-3.3864280942148106
# Trades,342
Win Rate [%],50.0
Profit Factor,0.9327930942783785
Expectancy [%],-0.11927670508721272
