ret1,ret3,sma5,vol5
-0.01228648410048726,-0.01175371915815821,0.014091763406719693,0.011613700856108647
-0.007336151859441478,-0.0161445636477052,0.01254567832481035,0.010740250652410969
0.009490811927614194,-0.01013182403231443,0.0010522010159796924,0.00861968331975227
0.008196585442086075,0.010351245510258913,-0.006811144384987866,0.009665108114260617
-0.0038021987894442297,0.013885198580256131,-0.004178440287853746,0.009616514671496011
0.012716220504854048,0.01711060715749574,-0.012945178123811019,0.008846009317296491
-0.0010192363221700111,0.007894785393239774,-0.006887076858042351,0.007133858199011595
0.02028553209071347,0.031982516273397425,-0.019685298496656345,0.009889752702388944
0.03197804764111893,0.051244343409662316,-0.03886099692837297,0.014895388434677439
0.008617081277132803,0.060880661008965026,-0.033106334729301135,0.01242568532489523
-0.00969713527347326,0.030897993644778268,-0.013899260193249274,0.01658413791550164
-0.029361919508751732,-0.030441973505092257,0.01980085857337488,0.024337587611374015
-0.016950506817389622,-0.05600956159961461,0.03412756613595147,0.023941622255047576
0.0015599913594190264,-0.044752434966722245,0.023135787901418903,0.015000339037711335
0.04629771175008153,0.03090719629211118,-0.02479028665618832,0.029052097850600034
-0.010002512324249781,0.03785519078525099,-0.01668541122311107,0.02907360904298705
0.002064785505175724,0.03835998493100754,-0.014172114386630907,0.024657786062956204
-0.0135927653859218,-0.021530492204995918,0.0045162334743382715,0.023960196902096352
0.007064858415047993,-0.004463121465698181,0.0037106325301554666,0.023873683016462775
0.007614955303804176,0.001087048332930315,-0.005278391057576437,0.009843656236066116
-0.008653540359349565,0.006026273359502593,0.0022634507032104345,0.009562379208968082
0.020347758558330886,0.019309173502785614,-0.01538429333875646,0.013683072789101408
-0.004006854702643808,0.007687363496337461,-0.007007389443326684,0.011322671604965716
0.014778785183712886,0.031119689039400034,-0.015648071117755347,0.012251483543992647
0.009387872530082431,0.020159803011151653,-0.018575395207968914,0.012334695298257342
-0.011221043436110004,0.012945614277685561,-0.001728404039375464,0.013143464079376404
