ret1,ret3,sma5,vol5
-0.008440152778486198,0.03317867259043301,-0.012545213922482756,0.01842871682785849
-0.012581468776574569,0.007971527465497282,0.0011157422593732758,0.018982993933719636
-0.005163504857734388,-0.026185126412795124,0.00936141897931897,0.017382188431007167
-0.008665535407305433,-0.02641050904161427,0.01697114271739797,0.01706621970956184
-0.01049864942432523,-0.02432768968936505,0.018425546379561508,0.002747383094753221
0.016572207162054913,-0.0025919776695756203,-0.0024219641215458276,0.011855252160716201
0.0032387317937724,0.0093122895315022,-0.006553018802964772,0.011102051076966239
-0.010183569086533364,0.009627369869294179,0.0016990181619584988,0.011789354190319684
0.026009717073960815,0.019064879781199827,-0.019053961481868775,0.016195457133236488
0.0010600933195141497,0.016886241306941677,-0.012886904764712659,0.014116701858615828
-0.0036098586950150764,0.023459951698460022,-0.006041229141911297,0.01369584720012848
-0.0970983510540009,-0.09964811642950189,0.07782444660948484,0.04695005494660501
-0.03506656429255873,-0.13577477404157473,0.09332386506397716,0.04739477857384387
0.01971264430254024,-0.11245227104401936,0.04760745364728525,0.045867753530136356
-0.03907825035221678,-0.05443217034223521,0.055792170244460815,0.04408167214814324
0.021548373574139256,0.002182767524462784,0.005523323617203868,0.049139374125747495
0.007722020379842641,-0.009807856398234937,-0.007307646666497636,0.02976029624981929
0.0057529526317217135,0.035023346585703705,-0.009895003824716309,0.024615663177489724
0.014473674007418544,0.02794864701898297,-0.02204931555573819,0.023832463162759734
-0.0009426212943212384,0.01928400534481916,-0.011648147172408807,0.008601283368548136
-0.0011793961410247438,0.012351656572072434,-0.005382606180949434,0.0065400659980319395
0.005649294445873355,0.0035272770105272033,-0.0062908511074050155,0.006401721515234472
-0.005177264025028753,-0.0007073657201802454,0.0014155470274719306,0.007707073866545639
0.01661418498954487,0.017086215410389575,-0.012114149282644093,0.0085475698204601
0.017939805323946515,0.0293767262884625,-0.02302255944413978,0.010354449821626257
0.0004587281684955227,0.03501271848198708,-0.01649811444296223,0.010061849967104946
-0.0011477229059818474,0.017250810586460174,-0.009712649694511244,0.010742466334670115
-0.0006893681716769246,-0.0013783629091630126,-0.0025034713987832635,0.00974353933475103
0.00824172163584391,0.006404630558185345,-0.005791156432490285,0.00819643411913038
0.006590448900041029,0.014142802364208184,-0.009649153191566895,0.004392093241639702
-0.0013603313255280026,0.013471839210356962,-0.005987565936355632,0.004688537007019683
-0.0022705688894463765,0.002959548685066733,-0.0016366589418062016,0.004917854911972059
0.001590160078411997,-0.0020407401365623973,-0.0006809613510644352,0.004694955999968338
-0.004777683042678444,-0.005458091853712787,0.004059291761822292,0.00435271383673053
0.000683766980000312,-0.0025037559842661624,0.0021422814881846275,0.0025150340293208597
-0.013768135109385952,-0.01786205117206406,0.012292245280775882,0.006159847089037103
-0.005095949834048768,-0.018180317963434507,0.013144448494365246,0.0061244535579378714
0.001160448178888689,-0.017703636764545966,0.0075620577601227534,0.006023786594938481
-0.017550143674587154,-0.021485645329747192,0.018366096333539916,0.008460715147757848
0.011500992258538964,-0.004888703237159473,0.0019135428588876735,0.011665314673600978
-0.01932193212055087,-0.025371083536599122,0.015512634621297927,0.01293404020760198
-0.0011904949956660455,-0.00901143485767803,0.011577019640229835,0.0131085645711644
-0.023133397993118178,-0.043645825109335075,0.025060910986130835,0.014631051478549218
0.008737723859025943,-0.015586169129758418,0.011406587594117834,0.015881990845065096
0.00434039727867945,-0.01005527685541288,0.0008182557603333418,0.014302258593206578
0.00336339439994094,0.016441515537646372,-0.004124941293262019,0.012556316088419207
0.01900298303845441,0.026706774717074947,-0.02042373403987907,0.015592098289019979
-0.0049533814845660416,0.017412995953829412,-0.00955329143366579,0.00874938564780984
0.013854426601934708,0.027904028155823057,-0.016184480504099485,0.009409604039407118
-0.0004662184029976484,0.00843482671437084,-0.009659364656654623,0.0099922649459043
0.0009324256036461797,0.014320633802583,-0.004988037422231972,0.010218943380177967
-0.03414248141036228,-0.03367627420971378,0.024553807152325913,0.017751862882856562
-0.006048013711840029,-0.03925806951855612,0.025527620663973627,0.017758585778084198
-0.0058410811778666,-0.046031576300068884,0.022211455662595414,0.014337467880646765
-0.00024405741361374492,-0.01213315230332039,0.013183579039146798,0.014371268326311911
-0.007351188454469255,-0.013436327045949551,0.009640967442649195,0.013372902270873259
0.001474567245520496,-0.006120678622562496,0.004518695565338904,0.003940183849397392
-0.01061626076115335,-0.016492881970102145,0.010672769324556075,0.005028511301946274
0.030793974496044645,0.021652280980411845,-0.017183809269622707,0.01641438161230743
-0.0004811456338256055,0.019696568101065695,-0.013965839805937352,0.016425753352337428
-0.0026522611066329424,0.027660567755586087,-0.007677457859690762,0.015825805317969434
0.0014476373446098514,-0.0016857693958485488,-0.005448538273845949,0.01582675820173241
0.005769153701671341,0.004564529939648212,-0.004314508713092913,0.01367138994650811
0.0009586331957921486,0.008175424242073539,-0.004262682943944385,0.0031015870099224472
-0.0026380578127732602,0.004089729084690232,-0.0010562129634356099,0.0034866472927371356
0.014539941042652674,0.012860516425671636,-0.011500293265437556,0.00659635022951657
-0.0023692180006950458,0.009532665229184327,-0.0059297525296482245,0.007164218028632751
-0.012890900799019495,-0.0007201777570618212,0.006487162699961413,0.009873260747920344
0.03052409038752777,0.01526397158781322,-0.018410758472562905,0.017133892671275117
-0.006312288000807633,0.011320901587700662,-0.007551518677081703,0.017637971759188638
0.008174820622740726,0.03238662300946086,-0.012235399784464307,0.016967011036573127
0.008108432460028297,0.009970965081961224,-0.014766910475008554,0.016717632124196368
0.09941317344566543,0.11569642652843447,-0.08188854413412405,0.04204835310052829
0.0033367271691252154,0.11085833307481877,-0.06362692702261696,0.043374339876913574
0.023254473775784528,0.12600437439057507,-0.05862490791127761,0.040368006936502256
-0.002036430449210706,0.024554770495698926,-0.03196072289236951,0.0418806137687732
-0.008597730528966719,0.01262031279760701,-0.0018091419406575104,0.04430263576805149
