Date,target,ret1,ret3,sma5,vol5
2015-01-09,1,-0.012286407552012112,-0.011753642609683035,0.014091685779544338,0.011613677394700733
2015-01-12,1,-0.007336228407916673,-0.0161445636477052,0.012545693747233022,0.010740214053819138
2015-01-13,1,0.009490735543891606,-0.01013190041603715,0.0010522774800763024,0.00861964705041689
2015-01-14,1,0.008196661825808764,0.010351168961783673,-0.006811144384987866,0.009665095755712061
2015-01-15,1,-0.003802122740650594,0.013885274629049742,-0.004178500809121077,0.009616497002089441
2015-01-16,1,0.012716144456060362,0.017110683541218412,-0.012945178123811019,0.0088459952280753
2015-01-20,1,-0.0010192363221700111,0.007894785393239774,-0.006887076858042351,0.007133810712204615
2015-01-21,0,0.0202854584356631,0.031982366569553215,-0.019685226291524804,0.009889698502382731
2015-01-22,0,0.031978121296169296,0.051244343409662316,-0.03886099692837297,0.014895381805412285
2015-01-23,0,0.008617081277132803,0.060880661008965026,-0.03310634887427899,0.012425705405377128
2015-01-26,0,-0.00969713527347326,0.03089806729982884,-0.013899274476060097,0.016584150898056323
2015-01-27,1,-0.029361919508751732,-0.030441973505092257,0.019800843864975937,0.024337596457958403
2015-01-28,1,-0.016950581616586424,-0.056009636398811444,0.034127628528025866,0.023941660052239695
2015-01-29,1,0.0015599914760142514,-0.0447525096493239,0.02313583443882261,0.015000348762330386
2015-01-30,0,0.046297715128896,0.03090712498832379,-0.02479025990231376,0.02905210910837506
2015-02-02,0,-0.010002368999884444,0.03785533760502577,-0.01668551085022374,0.029073610012297253
2015-02-03,1,0.0020647134845975957,0.03836005961360933,-0.014172143135441684,0.024657784463080683
2015-02-04,1,-0.0135927653859218,-0.021530420901208658,0.004516218903210856,0.023960177917102463
2015-02-05,1,0.007064858415047993,-0.004463193486276165,0.0037106325301554666,0.02387366310616702
2015-02-06,1,0.007614883509860542,0.001086976538986659,-0.005278319642586737,0.00984360214842867
2015-02-09,1,-0.008653396147499768,0.006026345777408661,0.0022633781213927673,0.00956232841328919
2015-02-10,1,0.020347686140424787,0.019309173502785614,-0.01538429333875646,0.01368301307692296
2015-02-11,1,-0.0040067834584955045,0.007687506534429542,-0.00700744593940783,0.011322586104807724
2015-02-12,0,0.01477871393956473,0.03111961662149404,-0.015648057077957134,0.012251389544015053
